,Unnamed: 0,doi,publication,publisher,title,year,Abstract
207,207,10.1021/acsami.9b15480,,,Versatile and Tunable Electrical Properties of Doped Nonoxidized Graphene Using Alkali Metal Chlorides,2019,"With the emergence of wearable and flexible electronics, graphene has recently been developed for transparent electrodes in field effect transistors, light-emitting diodes, and organic photovoltaic cells. Graphene doping methods can decrease sheet resistance and modulate work function while retaining high transparency, for transparent conductive electrodes (TCEs). In this work, a chemical doping method, which incorporates metal chlorides (NaCl, KCl and AuCl3) and organic compounds (HNO3) as chemical dopants, was used to control the charge carrier density, band gap and work function, without damage to the carbon network. Furthermore, we synthesized non-oxidized graphene with large lateral sizes of more than 5 μm using ternary graphite intercalation compounds (t-GICs). The resulting graphene flake films (DGFFs) doped with AuCl3 exhibited the lowest reported sheet resistance (2.008 X 105 S/m at ~75% transmission), to the best of our knowledge, and controlled the work function from 4.32 eV to 5.1 eV. Doping with interfacial dipole complexes of metal cations with low work function, and reactive radicals like -OH were also considered for tuning sheet resistance and work function. An organic photovoltaic device (OPV) using Au-DGFFs as a hole transporting layer (HTL) demonstrated enhanced power conversion efficiency (PCE) while maintaining high optical transparency in visible light. This approach to forming transparent conducting electrodes is expected to open numerous potential DGFFs applications."
208,208,10.1270/jsbbs.18121,,,Genetic and phenotypic assessment of sugar beet (Beta vulgaris L. subsp. vulgaris) elite inbred lines selected in Japan during the past 50 years,2019,"Genetic diversity of Japanese sugar beet elite inbred line diversity (JSBDIV) set consisting of 63 lines was investigated using 33 cleaved amplified polymorphic sequence and 38 simple sequence repeat analyses. JSBDIV set was significantly subdivided into six (pedigree information), seven (Neighbor-Joining method) or 12 (population structure analysis) groups. The highest value of a pairwise population differentiation estimate, ΦPT value, among groups was yielded from population structure analysis with explained variation 32%. Some of the groups defined in this study exhibited close association with ancestral open-pollinated varieties (OPVs), suggesting that inter-OPV cross was rare during the establishment of JSBDIV set. On the other hand, low ΦPT values between some groups suggest that genetic backgrounds of ancestral OPVs had historically overlapped to some extent. Phenotypic traits showed significant differences both among and within groups. A nearly identical group was identified as the highest sugar content group irrespective of the grouping methods. Groups with Aphanomyces root rot resistance are associated with an OPV ‘Tmm-1’, suggesting it as a source of this trait. ‘Tmm-1’ is also associated with Cercospora leaf spot resistance, but an exceptional resistant line with no association of ‘Tmm-1’ supports a notion that different genetic resources exist for this trait."
209,209,10.4028/www.scientific.net/SSP.293.51,,,Study of photovoltaic devices with hybrid active layer,2019,"The aim of this work is to present the influences of composition of the material and manufacturing technology conditions of the organic photovoltaics devices (OPv) with the organic and hybrid bulk heterojunction on the active layers properties and cells performance. The layers were produced by using small molecular compounds: the metal-phthalocyanine (MePc) and perylene derivatives (PTCDA) and the titanium dioxide (TiO2) nanoparticles. Two kinds of metal phthalocyanines (NiPc, TiOPc) were used as donor material and pperylenetetracarboxylic dianhydride (PTCDA) as an acceptor. The used manufacturing technique allowed to employ thin layers of materials in a fast deposition process. Bulk heterojunction was created by simultaneously applying the MePc:PTCDA materials during the evaporation of the components mixture.The research was based on the estimate of composition of bulk heterojunction, the examination of the surface morphology of the used layers and optical properties studies of the heterojunction and its implementation to photovoltaic architecture. The produced photovoltaic cells parameters were determined on the basis of current - voltage characteristics.The researches of structure of obtained layers were conducted by using scanning electron microscope (SEM) and transmission electron microscopy (TEM). The quantitative determination of surface topography by determining RMS and Ra coefficients were performed by atomic force microscopy (AFM). In order to determine the optical properties of the films the UV-Visible spectroscope have been utilized. Current - voltage characteristics were employed to determine the basic photovoltaic parameters using a dedicated device.The paper describes the influence of the individual components sharing the bulk heterojunction on its structure, optical properties and morphology of surface. In addition it allows for linking active layers properties with the parameters of the photovoltaic cells. The obtained results suggest the possibility of developing the utilized materials and technology in the further works on photovoltaic structures."
210,210,10.7567/1347-4065/ab0742,,,Investigation of the power generation of organic photovoltaic modules connected to the power grid for more than three years,2019,"In this paper, we report on the power generation of commercial organic photovoltaic (OPV) modules installed outdoors at the Kyushu Center, National Institute of Advanced Industrial Science and Technology for more than three years. The OPV modules were connected to a power conditioner system together with crystalline Si, hydrogenated amorphous Si, and Cu(In,Ga)Se2 photovoltaic (PV) modules. We investigated the output power degradation of the commercial OPV and other PV modules due to aging. We found that there are three distinctive changes in the output power of the OPV modules: (1) rapid initial degradation, (2) gradual secondary degradation, and (3) seasonal variation. We believe that the seasonal variation is due to the metastability of the solar cells. We analyzed the output power behavior in detail based on the current–voltage (I–V) characteristics and we compared the outdoor and indoor measurements. We also found that the change in I–V characteristics of the OPV modules due to light soaking are reversible."
211,211,10.3390/en12101870,,,Energy and luminous performance investigation of an OPV/ETFE glazing element for building integration,2019,"The combination of architectural membranes such as ethylene tetrafluoroethylene (ETFE) foils and organic photovoltaic (OPV) cells offers a wide range of possibilities for building integration applications. This is due to their flexibility, free-shape, variable color and semitransparency, light weight, cost-effectivity, and low environmental impact. In addition, electrical generation is provided. Four configurations of ETFE foils designed to be integrated onto a south facade glazing element were studied for two representative European locations with different climatic conditions: Barcelona and Paris. These configurations comprise a reference one based on a double ETFE foil with a 10 mm air gap in between, and the other three incorporate on the inner ETFE foil either OPV cells covering 50% or 100% of its surface or a shading pattern printed on it covering 50% of its surface. Results show that, in terms of energy, the configuration with higher OPV coverage area is the one achieving the lowest net energy consumption in both locations. However, when looking at the illumination comfort this option results in insufficient illumination levels. Therefore, a tradeoff strategy balancing energy performance and illumination comfort conditions is necessary. Based on that, the best solution found for both cities is the configuration integrating OPV cells covering 50% of the glazing area and for a window to wall ratio of 0.45."
212,212,10.1021/acs.macromol.9b00521,,,"Ester-Functionalized Naphthobispyrazine as an Acceptor Building Unit for Semiconducting Polymers: Synthesis, Properties, and Photovoltaic Performance",2019,"Strongly electron-deficient π-conjugated systems are key building units for semiconducting polymers that are used in organic electronic devices, such as organic photovoltaic (OPV) cells. Here, we designed and synthesized a naphthobispyrazine derivative bearing four ester groups (eNPz) as a new electron-deficient building unit and three eNPz-based semiconducting polymers with different donor units, that is, bithiophene (PeNPz2T), terthiophene (PeNPz3T), and quaterthiophene (PeNPz4T). These new polymers have relatively deep lowest unoccupied molecular orbital (LUMO) energy levels of around −3.5 eV, along with narrow optical band gaps of around 1.5 eV. The LUMO energy levels and the optical band gaps are significantly deeper and narrower than those of a polymer based on alkylated naphthobispyrazine. The results indicate that eNPz has a strong electron deficiency. The polymers show reasonably high power conversion efficiency of more than 6% in OPV cells in combination with a fullerene derivative. This study d..."
213,213,10.7567/1347-4065/aafe6b,,,Effects of optical interference and optimized crystallinity in organic photovoltaic cells with a low-bandgap small molecule fabricated by dry process,2019,"Low-bandgap molecules have been used in the photoactive layer of organic photovoltaic (OPV) cells to achieve higher open-circuit voltage and absorb light with longer wavelength for improving power conversion efficiency (PCE). Herein, we report on the effect of the film characteristics of N-(n-hexyl)-tetracene carboxylic acid 5,6-imide-11,12-disulfide (Hexyl-TIDS) as a p-type organic semiconductor by introducing an n-type organic semiconductor C60 as an underlayer. Also, we investigate the effects on the performance of OPV devices by optimizing the device structure. Regarding the inverted structure, the crystallinity of Hexyl-TIDS is decreased by adding C60. The incident photon-to-current conversion efficiency is increased owing to the optical interference effect over the absorption range of C60. Sixfold enhancement of the PCE is achieved due to the optical interference effects and low-crystallinity of Hexyl-TIDS film compared to the conventional structure."
214,214,10.1016/j.synthmet.2018.12.015,,,On the homogeneity of the external quantum efficiency in a free OPV roll-to-roll flexible solar module,2019,"Abstract We present a microscopic characterization of an organic photovoltaic (OPV) module demonstrator, fabricated within the “freeOPV” project. The local properties of the module are discussed on different length scales, from the submicrometric to the centimeters one, inferring the module structure and the origin of the different contributions to the optical and photoelectrical spatial inhomogeneity. We show that the local external quantum efficiency (EQE) in the individual cells of the module exhibits typical variations within 6–8% of the peak value over about 0.4 mm2. Larger variations are observed when comparing different cells across the module surface, with differences in the EQE peak values up to 1.6 times. Our results suggest that the roll-to-roll OPV module performance can be further improved by optimizing the printing uniformity as well as the charge extraction efficiency of electrodes."
215,215,10.1016/j.orgel.2018.10.008,,,Surface plasmon spectroscopy of thin composite films of Au nanoparticles and PEDOT:PSS conjugated polymer,2019,"Abstract We studied the effect of Au nanoparticles (NPs) on optical properties of composite films of poly(3,4-ethylenedioxythiophene): poly (styrenesulfonate) (PEDOT:PSS) mixed with Au NPs of 20, 40 and 60 nm in diameter by surface plasmon resonance (SPR) spectroscopy. The excitation wavelength of SPR redshifts with increasing the concentration of Au NPs in the Au/PEDOT:PSS composite films. The SPR spectra were simulated by using transfer matrix method (TMM) and effective medium approximation (EMA). The SPR wavelength redshift was ascribed to the film thickness increase of Au/PEDOT:PSS composites rather than effective permittivity variation of the composite films induced with Au NPs inclusion."
216,216,10.1016/j.physb.2018.09.027,,,Near-field enhanced performance of organic photovoltaic cells,2019,"Abstract Metal nano-particles (NPs) have been successfully synthesized by the reduction of Ag@Cu2O with the aid of surfactant PVP and excessive reducer ascorbic acid in ambient conditions. The composition and structures of the NPs were characterized by scanning and tunnelling microscopies (SEM and TEM). The synthesized nano-particles were employed as solar absorber in thin film organic photovoltaic (OPV) with the view to exploit the effect of local surface plasmon resonance (LSPR) of the metals. As a consequence, substantial improvement on the major solar cell parameters were measured by the incorporation of Ag@Cu NPs in the P3HT:PCBM based photo-active medium. The power conversion efficiency of the solar cell increased by 103% compared to those devices fabricated without metal nano-particles. The observed balanced charge transport, in the current experiment, is attributed to presence of metal nano-particles in OPV devices which are responsible for near field enhanced photons scattering in the medium."
217,217,10.1002/smll.201804312,,,Fluctuations in the Emission Polarization and Spectrum in Single Chains of a Common Conjugated Polymer for Organic Photovoltaics,2018,"Measuring the nanoscale organization of conjugated polymer chains used in organic photovoltaic (OPV) blends is vital if one wants to understand the materials. This is made very difficult with high efficiency OPV polymers such as PTB7 that form aggregates, as a lack of periodicity and a high degree of disorder make understanding of the nanoscale organization challenging. Here, single molecule spectroscopy is used to observe single chains and aggregates of PTB7. Using four detectors the photoluminescence intensity, wavelength, polarization, and lifetime are simultaneously monitored. Fast (milliseconds) and slow (seconds) fluctuations are observed over a time window of 30 s in all of these observables from single aggregates and chains as individual chromophores activate and deactivate, leading to dynamical changes in the emission spectrum and dipole orientation. This information can be used to help reconstruct the spatial and spectral organization of disordered aggregates of PTB7, thereby adding valuable new information on how the chains are arranged in space."
218,218,10.1109/IFETC.2018.8583862,,,Energy Levels and Open-Circuit Voltages in Organic Solar Cells,2018,"The open-circuit voltage (VOC) of the organic photovoltaic (OPV) cell is one of the key parameters to determine the power-conversion efficiency of the OPV cell. In this work, the energy offset (EDA) of several donor-acceptor heterojunctions is determined by using the in-situ ultra-violet photoemission spectroscopy (UPS). It was found the substrate workfunction has negligible impact on the energy level alignment between the donor and the acceptor. The planar OPV cell is then fabricated to relate the VOC to the experimentally measured EDA. A surprising transition has been observed in the VOC-EDA plot. A simple mathematical model is developed, based on the exciton dissociation process inside the OPV cell. The model successfully explains the observed transition."
219,219,10.3390/mi9120642,,,Manufacturing of all inkjet-printed organic photovoltaic cell arrays and evaluating their suitability for flexible electronics,2018,"The generation of electrical energy depending on renewable sources is rapidly growing and gaining serious attention due to its green sustainability. With fewer adverse impacts on the environment, the sun is considered as a nearly infinite source of renewable energy in the production of electrical energy using photovoltaic devices. On the other end, organic photovoltaic (OPV) is the class of solar cells that offers several advantages such as mechanical flexibility, solution processability, environmental friendliness, and being lightweight. In this research, we demonstrate the manufacturing route for printed OPV device arrays based on conventional architecture and using inkjet printing technology over an industrial platform. Inkjet technology is presently considered to be one of the most matured digital manufacturing technologies because it offers inherent additive nature and last stage customization flexibility (if the main goal is to obtain custom design devices). In this research paper, commercially available electronically functional inks were carefully selected and then implemented to show the importance of compatibility between OPV material stacks and the device architecture. One of the main outcomes of this work is that the manufacturing of the OPV devices was accomplished using inkjet technology in massive numbers ranging up to 1500 containing different device sizes, all of which were deposited on a flexible polymeric film and under normal atmospheric conditions. In this investigation, it was found that with a set of correct functional materials and architecture, a manufacturing yield of more than 85% could be accomplished, which would reflect high manufacturing repeatability, deposition accuracy, and processability of the inkjet technology."
220,220,10.1016/j.orgel.2018.09.008,,,Molecular orientation control of semiconducting molecules using a metal layer formed by wet processing,2018,"Abstract The precise control of molecular orientation is a major route used to improve the performance of organic photovoltaic (OPV) cells. Herein, we attempt to apply molecular orientation control method to OPV cells using small molecules based on an oligothiophene (DRCN5T) fabricated by wet processing to improve the solar cell performance. The light absorbance of DRCN5T molecules was enhanced by their conversion to face-on molecular orientation, resulting in bulk heterojunction OPV cells with 10% higher power conversion efficiency than that of cells containing DRCN5T with edge-on molecular orientation. Our results suggest a route to develop highly efficient OPV solar cells fabricated by wet processing through precise control of molecular orientation."
221,221,10.1109/PVSC.2018.8548119,,,Evaluation of output of transparent organic photovoltaic modules on curved surfaces depending on azimuth,2018,"The output characteristics of transparent organic photovoltaic (OPV) modules and the transmission characteristics of solar radiation were measured on the horizontal plane, and the availability of combined application of trans}}ptextbf{{arent OPV modules and agriculture was confirmed [1], [2]. In agriculture, OPV modules may be applied on the curved surface of greenhouses. In this case, the output characteristics and transmission characteristics of solar radiation on a curved surface must be clarified. Then, the output characteristics of transparent OPV modules were measured on a curved surface. As a result, the effective use of transparent OPV modules on a curved surface was verified."
222,222,10.1109/PVSC.2018.8547864,,,Innovation updates for organic and perovskites solar cells,2018,"The innovation updates of organic photovoltaics (OPVs) and perovskite solar cells (Perovskites) patents is reviewed and analyzed in an international context. It is important to have an overview of solar cell patents distribution in recent years. There are four major patents authorities that relevant to organic and perovskite solar cells. The European Patent Office (EPO), the United States Patent and Trademark Office (USPTO), the Japanese Patent Office (JPO), and the World Intellectual Property Organization (WIPO) become the main tools for emerging solar cells analysis. In total, 5027 patents related to organic solar cell and 1764 patents related to perovskite solar cell were analyzed and then sorted in thematic subcategories. The analysis shows that inventors make highest impact in solar cells manufacturing areas and highlights the last years leaps in the field."
223,223,10.1021/acsami.8b14224,,,Impact of ZnO Photoluminescence on Organic Photovoltaic Performance,2018,"ZnO is a widely used electron transport material in third generation solar cells. Intrinsic defects arising from different synthetic methods and conditions lead to different fluorescent colors. The defect mechanisms have been explored in the literature, but their impact on organic photovoltaic (OPV) cell performance is rarely reported. Herein, three different ZnO nanoparticles showing blue, green, and yellow emission colors are synthesized and incorporated into OPV cells. The as-cast ZnO films result in vastly different OPV performances. It is found the sodium acetate as the byproduct of the synthesis can significantly influence the interfacial contact. After removing the impurity via rinsing with polar organic solvents, the different ZnO nanoparticles can deliver similar power conversion efficiencies (PCEs) in three representative OPV systems. The PCEs reached 4, 8, and 10% in P3HT:PC61BM-, PTB7-Th:PC71BM-, and PBDB-T-SF:IT-4F-based OPV cells, respectively. A series of characterizations indicate that the intrinsic defect types do not affect the optical and electrical properties of the ZnO film, including photon transmittance, electrical conductivity, and charge extraction from the active layer as well as electron mobility. The results together suggest that the intrinsic defect in ZnO nanoparticles has little impact on OPV performance. Thus, it might be necessary to revisit the strategies for defect engineering or passivation in oxide-based interfacial materials."
224,224,10.1016/j.orgel.2018.08.045,,,Strategic fluorination of polymers and fullerenes improves photostability of organic photovoltaic blends,2018,"The photobleaching dynamics of a series of three organic photovoltaic (OPV) donor polymer blends with five different fullerenes are presented. The fullerenes studied include PC60BM and four perfluoroalkylfullerenes with relatively large electron affinities, namely C-60(CF3)(2), C-60(i-C3F7)(2), C-60(CF3)4(,) and C-60(CF3)(8). The donor polymers were all based on cyclopentadithiophene (CPDT) and thienopyrrolodione (TPD), but the TPD side chains were designed to include alkyl, partially fluorinated alkyl, and fluorinated phenyl groups to improve miscibility of the active layer components. Exciton harvesting was probed with photoluminescence quenching measurements. Accelerated photodegradation studies of polymer:fullerene blends were then carried out under white light illumination at similar to 1.2 suns in air. A strong correlation was observed between the polymer donor photobleaching rate and the electron affinity of the fullerene. The most dramatic effect was observed for a blend of C-60(CF3)(8) with the donor containing fluorinated phenyl groups: the blend required 150 times the dosing of photons to bleach to 80% of its initial optical density than an analagous blend of PC60BM and non-fluorinated donor polymer. These results ultimately suggest that appropriate fluorination strategies applied to both the donor and acceptor can be a viable route toward a new paradigm of intrinsically photo- and phase-stable OPV active layers."
225,225,10.1016/j.ijid.2018.08.017,,,Vaccine-associated paralytic poliomyelitis in the Russian Federation in 1998–2014,2018,"OBJECTIVES
Different polio vaccination schemes have been used in Russia: oral polio vaccine (OPV) was used in 1998-2007 and inactivated polio vaccine (IPV) followed by OPV in 2008-2014. This article presents the characteristics of vaccine-associated paralytic poliomyelitis (VAPP) cases in Russia during this period.


METHODS
VAPP cases were identified through the acute flaccid paralysis surveillance system, classified by the National Expert Classification Committee. Criteria for a 'recipient VAPP' (rVAPP) case were poliomyelitis symptoms 6-30days after OPV administration, isolation of the vaccine virus, and residual paralysis 60days after disease onset. Unvaccinated cases with a similar picture 6-60days after contact with an OPV recipient were classified as 'contact VAPP' (cVAPP) cases.


RESULTS
During 1998-2014, 127 VAPP cases were registered: 82 rVAPP and 45 cVAPP. During the period in which only OPV was used, rVAPP cases prevailed (73.8%); cases of rVAPP were reduced during the sequential scheme period (15%). Poliovirus type 3 (39.5%) and type 2 (23.7%) were isolated more often. Vaccine-derived poliovirus types 1, 2, and 3 were isolated from three cases of cVAPP. The incidence of VAPP cases was higher during the period of OPV use (1 case/1.59 million OPV doses) than during the sequential scheme period (1 case/4.18 million doses).


CONCLUSION
The risk of VAPP exists if OPV remains in the vaccination schedule."
226,226,10.1093/cid/ciy635,,,Pediatric HIV Infection and Decreased Prevalence of OPV Point Mutations Linked to Vaccine-associated Paralytic Poliomyelitis,2018,"Abstract Background Mutations associated with prolonged replication of the attenuated polioviruses found in oral poliovirus vaccine (OPV) can lead to vaccine-derived poliovirus (VDPV) and cause paralysis indistinguishable from that caused by wild poliovirus. In response, the World Health Organization has initiated the transition to exclusive use of inactivated poliovirus vaccine (IPV), with OPV administration in cases of outbreak. However, it is currently unclear how IPV-only vaccination, well known to provide humoral but not mucosal immunity, will impact the development of paralysis causing OPV variants. Children infected with human immunodeficiency virus (HIV) have been documented to show decreased mucosal immunity following OPV vaccination. Thus, HIV-infected children vaccinated with OPV may serve as proxy for children with IPV-only vaccination. Methods We conducted a prospective study of Zimbabwean infants receiving OPV as part of their routine vaccination schedule. Stool samples collected from OPV-vaccinated children serially until age 24 months were tested for OPV serotypes using a real-time polymerase chain reaction protocol that quantifies the amount of mutant OPV variants found in each sample. Results Out of 2130 stool samples collected from 402 infants 365 stool samples were OPV positive: 313 from 212 HIV-noninfected (HIV−) infants and 52 from 34 HIV-infected (HIV+) infants. HIV− infants showed significantly higher proportions of OPV mutants when compared to HIV+ infants. Conclusions HIV infection is associated with a reduced proportion of OPV vaccine associated paralytic polio mutants. These results suggest that OPV administered to individuals previously vaccinated only with IPV will show decreased propensity for OPV mutations."
227,227,10.1093/cid/ciy639,,,"Validation of a High-throughput, Multiplex, Real-time Qualitative Polymerase Chain Reaction Assay for the Detection of Sabin Oral Polio Vaccine in Environmental Samples",2018,"Abstract Background Currently, the primary mechanism for poliovirus detection is acute flaccid paralysis (AFP) surveillance, with environmental sampling serving as a complement. However, as AFP cases drop, environmental surveillance will become increasingly critical for poliovirus detection. Mexico provides a natural environment to study oral polio vaccine (OPV) transmission, as it provides routine injected polio vaccine immunization and biannual OPV campaigns in February and May. Methods As part of a study of OPV transmission in which 155 children were vaccinated with OPV, monthly sewage samples were collected from rivers leading from 3 indigenous Mexican villages (Capoluca, Campo Grande, and Tuxpanguillo) from February to May 2015. Samples were also collected from October 2015 to October 2017, during which time there were standard OPV campaigns. Samples were analyzed for the presence of OPV serotypes, using a real-time qualitative polymerase chain reaction assay capable of detecting as few as 9, 12, and 10 copies/100 µL of viral ribonucleic acid for OPV serotypes 1, 2, and 3 (OPV-1, -2, and -3), respectively. Included here are 54 samples, taken up to November 2016. Results Of the 54 samples, 13 (24%) were positive for OPV. After the vaccination of 155 children in February 2015, OPV was found 2 months after vaccination. After unrestricted OPV administration in February 2016, OPV was detected in sewage up to 8 months after vaccination. OPV-3 was found in 11 of the 13 positive samples (85%), OPV-2 was found in 3 positive samples (23%), and OPV-1 was found in 1 sample (8%). Conclusions OPV can be detected even when small amounts of the vaccine are introduced into a community, as shown by OPV-positive sewage samples even when only 155 children were vaccinated. When OPV vaccination was unrestricted, sewage samples were positive up to 8 months after vaccination, implying community OPV circulation for at least 8 months. OPV-3 was the serotype most found in these samples, indicating prolonged transmission of OPV-3 when compared to the other serotypes. Future work could compare the phylogenetic variance of OPV isolates from sewage after OPV vaccinations."
228,228,10.1093/cid/ciy650,,,Characterization of Household and Community Shedding and Transmission of Oral Polio Vaccine in Mexican Communities with Varying Vaccination Coverage,2018,"Abstract Background The World Health Assembly 2012 Polio Eradication and Endgame Strategic Plan calls for the eventual cessation of all oral polio vaccines (OPVs), to be replaced with inactivated polio vaccine (IPV); however, IPV induces less robust mucosal immunity than OPV. This study characterized household and community OPV shedding and transmission after OPV vaccination within primarily IPV-vaccinated communities. Methods Households in 3 IPV-vaccinated Mexican communities were randomized to receive 3 levels of OPV vaccination coverage (70%, 30%, or 10%). Ten stool samples were collected from all household members over 71 days. Analysis compared vaccinated subjects, household contacts of vaccinated subjects, and subjects in unvaccinated households. Logistic and Cox regression models were fitted to characterize transmission of OPV by coverage and household vaccination status. Results Among 148 vaccinated children, 380 household contacts, and 1124 unvaccinated community contacts, 78%, 18%, and 7%, respectively, shed OPV. Community and household contacts showed no differences in transmission (odds ratio [OR], 0.67; 95% confidence interval [CI], .37–1.20), in shedding trajectory (OR, 0.61; 95% CI, .35–1.07), or in time to shedding (hazard ratio, 0.68; 95% CI, .39–1.19). Transmission began as quickly as 1 day after vaccination and persisted as long as 71 days after vaccination. Transmission within unvaccinated households differed significantly across vaccination coverage communities, with the 70% community experiencing the most transmissions (15%), and the 10% community experiencing the least (4%). These trends persisted over time and in the time to first shedding analyses. Conclusions Transmission did not differ between household contacts of vaccinees and unvaccinated households. Understanding poliovirus transmission dynamics is important for postcertification control."
229,229,10.1093/cid/ciy605,,,Assessing the Risk of Vaccine-derived Outbreaks after Reintroduction of Oral Poliovirus Vaccine in Postcessation Settings,2018,"Abstract Background The Polio Eradication and Endgame Strategic Plan 2013–2018 calls for the gradual withdrawal of oral poliovirus vaccine (OPV) from routine immunization. We aimed to quantify the transmission potential of Sabin strains from OPV when it is reintroduced, accidentally or deliberately, in a community vaccinated with inactivated poliovirus vaccine alone. Methods We built an individual-based stochastic epidemiological model that allows independent spread of 3 Sabin serotypes and differential transmission rates within versus between households. Model parameters were estimated by fitting to data from a prospective cohort in Mexico. We calculated the effective reproductive number for the Mexico cohort and simulated scenarios of Sabin strain resurgence under postcessation conditions, projecting the risk of prolonged circulation, which could lead to circulating vaccine-derived poliovirus (cVDPV). Results The estimated effective reproductive number for naturally infected individuals was about 1 for Sabin 2 and Sabin 3 (OPV2 and OPV3) in a postcessation setting. Most transmission events occurred between households. We estimated the probability of circulation for >9 months to be (1) <<1% for all 3 serotypes when 90% of children <5 years of age were vaccinated in a hypothetical outbreak control campaign; (2) 45% and 24% for Sabin 2 and Sabin 3, respectively, when vaccine coverage dropped to 10%; (3) 37% and 8% for Sabin 2 and Sabin 3, respectively, when a single active shedder appeared in a community. Conclusions Critical factors determining the risk of cVDPV emergence are the scale at which OPV is reintroduced and the between-household transmission rate for poliovirus, with intermediate values posing the greatest risk."
230,230,10.1093/cid/ciy648,,,"Lab Protocol Paper: Use of a High-throughput, Multiplex Reverse-transcription Quantitative Polymerase Chain Reaction Assay for Detection of Sabin Oral Polio Vaccine in Fecal Samples",2018,"Abstract Background Global polio eradication efforts rely in part on molecular methods of detecting polioviruses, both wild and vaccine strains, from human and environmental samples. Previous assays used for detection of Sabin oral polio vaccine (OPV) in fecal samples have been labor and time intensive and vary in their sensitivity and specificity. Methods We developed a high-throughput, multiplex reverse-transcription quantitative polymerase chain reaction assay able to detect all 3 OPV strains in fecal samples. The assay used a KingFisher Duo Prime system for viral RNA isolation and extraction. Positive samples were retested and Sanger sequenced for verification of Sabin serotype identity. Results The 95% lower limit of detection was determined to be 3 copies per reaction for Sabin 1 and 3 and 4 copies per reaction for Sabin 2, with no cross-reactivity between the 3 serotypes and their primers. A total of 554 samples (3.6%) were positive, with 304 positive samples (54.9%) containing >1 serotype. Of the positive samples, 476 (85.9%) contained enough RNA to be sequenced, and of these all sequences were Sabin serotypes. The previous assay we used could process 48 samples in a 10-hour period, whereas the new assay processed >100 samples in 6 hours. Conclusions The new high-throughput, multiplex reverse-transcription quantitative polymerase chain reaction assay allowed for sensitive and specific detection of OPV serotypes while greatly decreasing sample handling and processing time. We were able to sequence 72.4% of the 210 positive samples in the cycle threshold range of 35–37."
231,231,10.1021/acsenergylett.8b01416,,,Unexpectedly Slow Yet Efficient Picosecond to Nanosecond Photoinduced Hole-Transfer Occurs in a Polymer/Nonfullerene Acceptor Organic Photovoltaic Blend,2018,"We study photoinduced charge generation in a model polymer/nonfullerene acceptor (NFA) organic photovoltaic (OPV) blend. Specifically, we focus on hole-transfer kinetics from the photoexcited NFA thiophene-thieno[3,2-b]thiophene-thiophene-3-(dicyanomethylidene)indan-1-one (4TIC) to the conjugated polymer donor poly[(4,4′-bis(2-butyloctoxycarbonyl-[2,2′-bithiophene]-5,5-diyl)-alt-(2,2′-bithiophene-5,5′-diyl)] (PDCBT) using ultrafast transient absorption spectroscopy by selectively exciting the 4TIC electron acceptor and monitoring the bleach of the PDCBT ground-state population. In the blend, the 4TIC excitons decay with an average lifetime of 7 ps, accompanied by a concomitant rise in the ground-state bleach of the polymer with a comparable average lifetime that is 60% complete by 8 ps and 95% complete by 100 ps, occurring roughly an order of magnitude slower than that in most previously reported polymer/NFA blends. Notably, the ground-state bleach of the polymer continues to grow, not reaching its maximu..."
232,232,10.3390/v10100546,,,"Whole genome characterization of orthopoxvirus (Opv) abatino, a zoonotic virus representing a putative novel clade of old world orthopoxviruses",2018,"Orthopoxviruses (OPVs) are diffused over the complete Eurasian continent, but previously described strains are mostly from northern Europe, and few infections have been reported from Italy. Here we present the extended genomic characterization of OPV Abatino, a novel OPV isolated in Italy from an infected Tonkean macaque, with zoonotic potential. Phylogenetic analysis based on 102 conserved OPV genes (core gene set) showed that OPV Abatino is most closely related to the Ectromelia virus species (ECTV), although placed on a separate branch of the phylogenetic tree, bringing substantial support to the hypothesis that this strain may be part of a novel OPV clade. Extending the analysis to the entire set of genes (coding sequences, CDS) further substantiated this hypothesis. In fact the genome of OPV Abatino included more CDS than ECTV; most of the extra genes (mainly located in the terminal genome regions), showed the highest similarity with cowpox virus (CPXV); however vaccinia virus (VACV) and monkeypox virus (MPXV) were the closest OPV for certain CDS. These findings suggest that OPV Abatino could be the result of complex evolutionary events, diverging from any other previously described OPV, and may indicate that previously reported cases in Italy could represent the tip of the iceberg yet to be explored."
233,233,10.1109/ICPEICES.2018.8897350,,,Battery charging of smart phones using organic solar cells,2018,"Organic solar PV (OPV) cells are gaining attention due to their light weight, flexibility and low cost. Charging of smart phones using OPV modules is a prime application area. However, the chargers developed using organic PV modules are bulky as they require carrying long rolls of PV arrays. This paper proposes an integrated charger for smart phones, which includes an OPV module and a charging circuit with an op-amp based precision diode. The proposed charger uses an OPV module of size equal to that of the smart phone display. The proposed design reduces the size and weight of charger significantly. The experimental results of OPV module characterization, battery characteristics, blocking diode performance, and increase in state of charge (SOC) of the smart phone using proposed charger are presented."
