,Unnamed: 0,doi,publication,publisher,title,year,Abstract
162,162,10.1016/j.solener.2020.08.001,,,"Effect of auxiliary donors and position of benzothiadiazole on the optical and photovoltaic properties of dithieno[3,2-b:2′,3′-d]pyrrole-based sensitizers",2020,"Abstract Organic dyes used as sensitizers in dye-sensitized solar cells offer endless opportunities for modulation of cell efficiency through structural diversifications. Despite the countless number of dyes developed, structure-property analysis by varying chromophores and their topology in dyes is useful to formulate design principles. Herein, we report six new organic dyes featuring dithienopyrrole (DTP), benzothiadiazole (BTD) and cyanoacrylic acid units. The effect of auxiliary donors such as triphenylamine or diphenylaminofluorene and the position of benzothiadiazole on the optical and photovoltaic properties were evaluated by appropriate design of dyes. Incorporation of additional donor enhanced the spectral response of the dyes by elongating the conjugation length and supplementing the donor-acceptor interaction. Moving the BTD unit from the position between DTP and acceptor (D-D-A-π-A) to a position between the auxiliary donor and DTP (D-A-D-A) altered the absorption as well as electrochemical properties. Theoretical calculations revealed that the later molecular configuration ensures sufficient overlap of HOMO and LUMO and facilitate the charge transfer propensity from arylamine donor to acceptor which is beneficial for light harvesting. Among the dyes, a D-A-D-A dye possessing triphenylamine exhibited highest power conversion efficiency (η = 7.57%). The structure-property relationship is supported by electron transfer kinetics elucidated by electrochemical impedance spectroscopic studies. The best performing dye displayed high charge recombination and sufficiently low charge transfer resistance in the device."
163,163,10.1016/j.comptc.2020.112908,,,Designing N-phenylaniline-triazol configured donor materials with promising optoelectronic properties for high-efficiency solar cells,2020,"Abstract Considering the significant role of photovoltaic materials in diverse optoelectronic applications, N-phenylaniline-based six new donor molecules (T1-T6) are quantum chemically explored herein. Various parameters like frontier molecular orbital (FMO), density of states (DOS), transition density matrix (TDM) analysis, absorption maxima, reorganization energies of electron and hole, open circuit voltage (Voc), photophysical characteristics and charge transfer analysis have been estimated in order to understand the performance of newly designed molecules. End caped acceptors modification causes narrowing of HOMO-LUMO energy gap (2.99–3.33 eV) as compared to R (4.04 eV). All designed molecules exhibited absorption spectrum in the range of 334–370 nm in solvent phase and 324–403 nm in gas phase. T1-T6 show maximum charge transfer from HOMO to LUMO orbital which plays a key role in conductive materials. Dipole moment value of designed molecules in ground and excited states are found to be larger than reference molecule which suggested that our designed molecules have more solubility in organic solvent as compared to reference molecule. All designed molecules show better reorganizational energy of electron (0.0191–0.0273 Eh) and hole (0.0063–0.0187Eh). Among designed molecules T3 has lowest reorganizational energy of electron which means that it has highest charge mobility. The Voc with respect to HOMOdonor-LUMOPC61BM shows that designed molecules [T1-T6 (Voc = 1.08–1.50 V)] have better Voc as compared to R (Voc = 0.73 V). This theoretical framework proves that conceptualized molecules are superior and thus are recommended for the future construction of high performance organic solar cells."
164,164,10.1039/d0tc02030c,,,Bimolecular crystal instability and morphology of bulk heterojunction blends in organic and perovskite solar cells,2020,"The performance of polymer:fullerene bulk heterojunction (BHJ) solar cells is significantly influenced by the morphology of electron donor and acceptor blends under the premise that electronic structure is complimentary regarding donor and acceptor materials. There are many cases where intimate mixing of donor and acceptor perturbs the electronic structure, which fundamentally changes the transport and photovoltaic characteristics. Here, we present the bimolecular crystal packing of polymers and fullerenes, and investigate the correlation between device performance and structural details. We find that bimolecular crystallization can reorganize polymer chain packing, leading to poor electron transport and device performance. The size compatibility and the passivation of entropy penalty led to cocrystallization instability, which was clearly seen by in situ GIWAXS data. PC61BM is found to intercalate into side chains of PQT by reorganizing both PQT and PC61BM, forming stable, highly ordered bimolecular crystals. The poor electron transport in bimolecular crystal domain could account for the poor device performance in both perovskite and organic solar cells. Bis-PC61BM, on the other hand, only forms loosely packed aggregates in solution, and then rapidly phase separated into large domains with an edge-on interfacial orientation and performed poorly in solar cells."
165,165,10.1021/acsami.0c09784,,,Defect-Passivating Organic/Inorganic Bicomponent Hole-Transport Layer for High Efficiency Metal-Halide Perovskite Device,2020,"In this work, we introduce a bicomponent hole-transport layer (HTL), composed of inorganic NiOx and a donor-acceptor-donor(D-A-D)-structured organic small molecule, for p-i-n planar perovskite photovoltaic (PV) cell. The newly designed D-A-D organic HTM, (4',4'''-(1,3,4-oxadiazole-2,5-diyl)bis(N,N-bis(4-methoxyphenyl)-[1,1'-biphenyl]-4-amine)), is shown to be an efficient hole-transporting material (HTM) without dopant, and methoxy functional units, further introduced to the molecules, are confirmed beneficial to passivate the defects in the perovskite, which improves the crystallinity of perovskite and suppresses the non-radiative recombination in the devices, consequently enhancing the performances of PV cells (over 20% efficiency from p-i-n architecture). Furthermore, the decreased defect sites along with the UV-blocking property of the HTM in p-i-n architecture are advantageous to improving the stability of the PV devices."
166,166,10.1021/acs.chemmater.0c02746,,,Extending Afterglow of Ga<inf>2</inf>O<inf>3</inf>Nanocrystals by Dy<sup>3+</sup>Dopant-Induced Carrier Trapping: Toward Design of Persistent Colloidal Nanophosphors,2020,"Design and preparation of persistently luminescent nanostructured phosphors are of a significant interest in lighting, photonic, and photovoltaic technologies. However, afterglow generally occurs i..."
167,167,10.1021/acsami.0c10834,,,Efficient Exciton Diffusion in Micrometer-Sized Domains of Nanographene-Based Nonfullerene Acceptors with Long Exciton Lifetimes in Blend Films with Conjugated Polymer,2020,"Phase-separated structures in photoactive layers composed of electron donors and acceptors in organic photovoltaics (OPVs) generally exert a profound impact on the device performance. In this study, nonfullerene acceptors (NFAs) where a heteronanographene central core was furnished with branched alkoxy chains of different lengths, TACIC-EH, TACIC-BO, and TACIC-HD, were prepared to adjust the aggregation tendency and systematically probe the relationships of film structures with photophysical and photovoltaic properties. The side-chain length showed negligible effects on the absorption properties and energy levels of TACICs. In addition, regardless of the chain length, all TACIC films exhibited characteristically long singlet exciton lifetimes (1330-2330 ps) compared to those in solution (≤220 ps). Using a conjugated polymer donor, PBDB-T, the best OPV performance was achieved with TACIC-BO that contained medium-length chains, exhibiting a power conversion efficiency (PCE) of 9.92%. TACIC-HD with the longest chains showed deteriorated electron mobility due to the long insulating alkoxy groups. Therefore, the PBDB-T:TACIC-HD-based device revealed a low charge collection efficiency and PCE (8.21%) relative to the PBDB-T:TACIC-BO-based device, but their film morphologies were analogous. Meanwhile, TACIC-EH with the shortest chains showed low solubility and formed micrometer-sized large aggregates in the blend film with PBDB-T. Although the charge collection efficiency of PBDB-T:TACIC-EH was lower than that of PBDB-T:TACIC-BO, the efficiencies of exciton diffusion to the donor-acceptor interface were sufficiently high (>98%) owing to the elongated singlet exciton lifetime of TACIC-EH. The PCE of the PBDB-T:TACIC-EH-based device remained moderate (7.10%). Therefore, TACICs with the long singlet exciton lifetimes in the films provide a clear guideline for NFAs with low sensitivity of OPV device performance to the blend film structures, which is advantageous for large-scale OPV production with high reproducibility."
168,168,10.1016/j.enchem.2020.100042,,,Hole (donor) and electron (acceptor) transporting organic semiconductors for bulk-heterojunction solar cells,2020,"Abstract The field of bulk heterojunction (BHJ) organic photovoltaics (OPVs) or solar cells (OSCs) has experienced a dramatic advance toward a competitive technology reflecting the introduction of new materials, tuning of materials combinations, and optimization of the device architecture. Thus, binary BHJ OSCs with power conversion efficiencies surpassing 18% have been demonstrated. In this review we discuss recent developments in the area of π-conjugated small-molecule and polymeric semiconductors for organic BHJ-OSCs focusing on both electron-donor (hole-transporting) and electron-acceptor (electron-transporting) semiconductors developed during the past three years. Thus, several families of semiconductor materials including donor-acceptor (D-A) polymers, fullerene, and non-fullerene acceptors (NFAs) are reviewed including their combination for polymer-fullerene, donor polymer-NFA, all-small molecule, and all-polymer solar cells."
169,169,10.1039/d0ee01763a,,,Molecular design of a non-fullerene acceptor enables a P3HT -based organic solar cell with 9.46% efficiency,2020,"The advantage of low cost makes P3HT one of the most attractive electron donors for photovoltaic applications, but the power conversion efficiency (PCE) of the P3HT-based organic solar cells (OSCs) remains low (7–8%). Herein, to modulate the phase separation morphology so as to enhance the PCE in P3HT-based OSCs, a new NFA, namely ZY-4Cl, is designed and synthesized by modifying the cyano-substituted end groups in BTP-4Cl. The P3HT:ZY-4Cl based OSC exhibits a significantly improved PCE of ∼9.5%, which is a new record for the P3HT-based OSCs. Furthermore, two model compounds, TT-CN and TT-O, are synthesized to simulate the end groups of BTP-4Cl and ZY-4Cl, respectively. The calculated Flory-Huggins interaction parameter, the DSC and the AFM results clearly indicate that the cyano-substituted compound TT-CN shows much stronger miscibility with P3HT compared to TT-O, the one without cyano groups. This molecular design strategy is also verified in the other two representative NFAs. Therefore, this work not only reports an NFA with a high PCE for P3HT-based OSCs, but also suggests guidance for the molecular design of NFAs from the aspect of morphology control."
170,170,10.1016/j.solener.2020.06.090,,,"A 2,5-difluoro benzene-based low cost and efficient polymer donor for non-fullerene solar cells",2020,"Abstract Although the latest progress in the power conversion efficiency (PCE) of non-fullerene polymer solar cells (NF-PSCs) has proved their potential as next-generation solar technologies, the development of efficient wide-bandgap (WBG) donor polymers having a low-cost and easily scalable molecular design is still lagging in terms of number and diversity. In this contribution, we report a new WBG polymer donor, PBDT-2FBnT, based on alternative benzodithiophene as the donor unit and 2,5-difluoro benzene (2FBn) as the acceptor unit, which was prepared by a facile three-step process with an overall yield over 80% using cheap raw materials. Benefitting from the incorporation of an electron-deficient 2FBn unit, PBDT-2FBnT demonstrated lower frontier energy levels with an optical bandgap of 2.12 eV. Additionally, the combination of 2FBn with an adjacent two thiophene bridge in the polymer backbone significantly minimized the steric hindrance via non-covalent F···S and C H···F inter/intramolecular interactions, thereby promoting highly coplanar geometry for effective molecular packing and charge transport. Consequently, optimized blends of PBDT-2FBnT with an ITIC acceptor delivered complementary panchromatic absorption, well-aligned energy levels, higher charge carrier mobilities, and well-distributed nano-fibrillar morphology, thereby leading to a remarkable efficiency of 9.5% with a good trade-off between corresponding photovoltaic parameters. Thus, the high photovoltaic performance of PBDT-2FBnT together with simple preparation can provide a promising way for the future development of low-cost PSCs, and we can foresee further PCE improvements of the PBDT-2FBnT structure via synergistic variation of donor and acceptor material."
171,171,10.1016/j.nanoen.2020.104988,,,A nonfullerene acceptor incorporating a dithienopyran fused backbone for organic solar cells with efficiency over 14%,2020,"Abstract An acceptor-donor-acceptor (A-D-A) type small molecule acceptor ITOT-4Cl incorporating a dithienopyran (DTP) fused backbone, has been designed and synthesized. With the strong electron-donating capability of the backbone D unit, ITOT-4Cl shows a narrow band gap of 1.28 eV, and has an efficient absorption in near-infrared region up to 968 nm. The photovoltaic devices based on PBDB-T:ITOT-4Cl give a power conversion efficiency (PCE) of 12.50%, with a high short circuit current density (Jsc) of 22.89 mA cm−2. With F–Br as the third component, the ternary organic solar cells device shows an enhanced PCE of 14.29% with an improved Jsc of 24.40 mA cm−2, which is among the best results for oxygen heterocycle fused nonfullerene acceptor based devices."
172,172,10.1007/s10118-020-2424-8,,,Phase Separation in PCDTBT:PCBM Blends: from Flory-Huggins Interaction Parameters to Ternary Phase Diagrams,2020,"The substantial increase in the efficiency of organic solar cells achieved in recent years would not have been possible without work on the synthesis of new materials and understanding the relationship between the morphology and performance of organic photovoltaic devices. The structure of solvent-cast active layers is a result of phase separation in mixtures of donor and acceptor components. To a large extent, this process depends on the interactions between the components of the mixture. Here, we present a systematic analysis of the morphology of poly[ N -9′-heptadecanyl-2,7-carbazole- alt -5,5-(4′,7′-di-2-thienyl-2′,1′,3′-benzothiadiazole)] (PCDTBT) and [6,6]-phenyl-C 71 -butyricacid methyl ester (PC70BM) films in terms of the ternary phase diagram. The interaction parameters between PCDTBT and four different solvents, namely chloroform, chlorobenzene, o -dichlorobenzene, and toluene, were estimated based on swelling experiments. Based on these values, ternary phase diagrams of PCDTBT:PC70BM in different solvents were calculated. The morphology of spin-coated films with different blend ratios cast from different solvents is discussed in terms of the obtained phase diagrams."
173,173,10.1016/j.cplett.2020.137654,,,Calculations of electron transfer in the tris[4-(2-thienyl)phenyl]amine–C<inf>70</inf> donor-acceptor system,2020,"Abstract The reported work aims to provide new insights into the process of electron transfer in donor-acceptor complexes, of interest for photovoltaic systems based on bulk heterojunctions. Specifically, the star-shaped molecule Tris[4-(2-thienyl)phenyl]amine (C30H21NS3) is considered as donor in combination with the C70 fullerene, as acceptor. The electron transfer induced by Gaussian pulses is investigated for several donor-acceptor configurations, with the electronic states described in the framework of a quantum time evolution formalism based on the Cayley propagator. The electron transfer is correlated with the geometric/electronic features of the complexes, as well as the pulse parameters, suggesting optimal setups for practical realizations."
174,174,10.1016/j.dyepig.2020.108495,,,Asymmetric indenothienothiophene-based unfused core for A-D-A type nonfullerene acceptors,2020,"Abstract In this work, we design and synthesize three asymmetric acceptor-donor-acceptor (A-D-A) type nonfullerene acceptors (ITOTC, ITUTC and ITUIC) using a novel indenothienothiophene-based unfused core together with two different electron-deficient terminal units (2-(6-oxo-5,6-dihydro-4H-cyclopenta[c]thiophen-4-ylidene)malononitrile for ITOTC and ITUTC, and 2-(3-oxo-2,3-dihydroinden-1-ylidene)malononitrile for ITUIC). Alkyl chains with different lengths are incorporated in the indenothienothiophene-based unfused core to ensure the good solubility of the resulting nonfullerene acceptors (n-octyl for ITOTC, n-undecyl for ITUTC and ITUIC), and to tune their charge transporting properties as well. Photovoltaic properties of these nonfullerene acceptors are investigated by using a typical wide band-gap polymer of PBDB-T as the donor material. The best-performance polymer solar cell based on ITOTC: PBDB-T with annealing shows a power conversion efficiency (PCE) of 8.35%, in comparison with the counterpart based on ITUTC:PBDB-T which shows a PCE of 7.68%. However, 7.68% PCE is higher than that of the best-performance PSC based on ITUIC:PBDB-T (6.45% PCE). These results suggest that both side-chains and electron-deficient terminal groups can be optimized to improve the photovoltaic properties of A-D-A type nonfullerene acceptors based on the indenothienothiophene-based unfused core."
175,175,10.1016/j.dyepig.2020.108369,,,Spirobifluorene-based non-fullerene acceptors for the environmentally benign process,2020,"Abstract Spirobifluorene based non-fullerene acceptors (NFAs) having meta-ethylhexyl oxy (m-OEh) substituents (PBDB-T: spiro-bridged NFAs) were synthesized. The orthogonal molecular structure of the m-OEh-substituted spirobifluorene with different end groups provided high solubility and kept the stable morphology between donor-acceptor. Organic Photovoltaic (OPV) device performance was not significantly affected by switching the processing solvent from a chlorinated solvent to an environmentally benign solvent, because suitable morphology and crystallinity were retained. The ITO/ZnO/PBDB-T:spiro-bridged NFA/MoOx/Ag OPV devices prepared using a chlorobenzene as the processing solvent displayed maximum efficiency in the range of 6.44–5.78%, while the devices made using xylene as the processing solvent had a lower maximum efficiency ranging from 6.14–4.66%. The OPV performance of the devices made using chlorobenzene decreased in the order of sp-mOEh-ITIC > sp-mOEh-ITIC-M > sp-mOEh-ITIC-F > sp-mOEh-ITIC-Cl because an electron donating end group increased open-circuit voltage (Voc), while the electron withdrawing end group increased the short-circuit current density (Jsc). Although the OPV performance of the four spiro-bridged derivatives by xylene was showed to be similar order of that by chlorobenzene solvent processing, the efficiency drop from chlorobenzene solvent to xylene solvent showed following order sp-mOEh-ITIC"
176,176,10.1007/s10825-020-01493-7,,,DFT and TD-DFT studies of new pentacene-based organic molecules as a donor material for bulk-heterojunction solar cells,2020,"The performance of organic cells based on bulk heterojunctions (BHJs) has improved recently, but further improvements are necessary. In this work, we have carried out a thorough examination using density functional theory (DFT) and time-dependent (TD)-DFT to investigate the structural and optoelectronic properties of pentacene-based organic molecules (PbOMs) as potential donor material for organic photovoltaic BHJ devices. Our results show that oxadiazole prefers to attach via its nitrogen atoms to the carbon atoms of the pentacene monomer with an adsorption energy about − 32.86 kcal/mol, which means that oxadiazole is efficiently adsorbed on the edge of the pentacene. The HOMO energy level of the PbOM with the lowest bandgap is − 4.00 eV wide, i.e., about 0.86 eV lower and more positive than pentacene, thus providing an ideal open-circuit voltage for photovoltaic devices. The bandgap of the PbOM compounds are about 1.61 and 1.80 eV affording an efficient charge transfer from donor to acceptor. Furthermore, the donor PbOMs are also more stable than the pentacene. We have examined, additionally, the reactivity and absorption properties of individual molecules and PbOM systems. Our results suggest that the PbOM, as a donor material, may significantly improve the efficiency of BHJ solar cells."
177,177,10.1002/chem.202000951,,,Developing Wide Bandgap Polymers Based on Sole Benzodithiophene Units for Efficient Polymer Solar Cells,2020,"In this work, a series of single benzodithiophene-based wide bandgap polymer donors, namely PBDTT, PBDTS, PBDTF and PBDTCl, were developed for efficient polymer solar cells (PSCs) by just varying the heteroatoms into the conjugated side chains. The effects of sulfuration, fluorination and chlorination were also investigated systematically on the overall properties of these BDT-based polymers. The HOMO levels could be lowered gradually by introducing sulfur, fluorine and chlorine atoms into the side chains, which contributed to the stepwise increased Voc (from 0.78 V to 0.84 V) in the related PSCs using Y6 as the electron acceptor. On the other hand, above side chain engineering strategy could promote the polymer chain interactions and fine-tune the phase separation of active blends, leading to the enhanced absorption, ordered molecular packing and crystallinity. Among them, the chlorinated PBDTCl exhibited not only high level absorption and crystallinity, but also the most balanced hole/electron charge transport and the most optimized morphology, giving rise to the best PCE of 13.46% with a Voc of 0.84 V, a Jsc of 23.16 mA cm-2 and an FF of 69.2 %. The chlorination strategy afforded PBDTCl synthetic simplicity but high efficiency, showing its promising photovoltaic applications for realizing low-cost practical PSCs in near future."
178,178,10.1021/acsami.0c07720,,,Gradual Fluorination on the Phenyl Side Chains for Benzodithiophene-Based Linear Polymers to Improve the Photovoltaic Performance,2020,"To study the impact of introducing fluorine atoms onto the conjugated phenyl side chains of benzo[1,2-b:4,5-b']dithiophene (BDT)-based copolymers, three novel donor-π-acceptor (D-π-A) alternative polymers PE40, PE42, and PE44 were designed and synthesized. The phenyl-substituted-BDT, thieno[3,2-b]thiophene, and benzo[d][1,2,3]triazole (BTA) served as the donor, π-bridge, and acceptor units, respectively, to enable linear polymer backbones. When introducing two or four fluorine atoms into the phenyl side units of PE40, the polymers PE42 and PE44 demonstrate a gradual decrease of energy levels and an increase of crystallinity in the pristine and blend films. It was noted that the increase in fluorine atoms gradually improved the performance parameters of polymer solar cells (PSCs) with Y6 as the acceptor. The PE40:Y6 device yielded a power conversion efficiency (PCE) of up to 7.07% with a short-circuit (JSC) of 21.36 mA cm-2, an open-circuVOC) of 0.65 V, and a fill factor (FF) of 0.51, and PE42:Y6 exhibited a better PCE of 10.11% (JSC = 23.25 mA cm-2, VOC = 0.74 V, and FF = 0.59), while PE44:Y6 exhibited the best PCE of 13.62% (JSC = 25.29 mA cm-2, VOC = 0.82 V, and FF = 0.66). The suitable energy offsets between the donor and the acceptor, high and balanced charge-carrier mobility, and the optimal morphology of the blend film contributed to the high performance of PE44:Y6 combination. Our results demonstrate that introducing more fluorine atoms onto the phenyl side units of BDT is a prospective approach to break the trade-offs between VOC, JSC, and FF, and finally improve the performance of PSCs."
179,179,10.1039/d0nj02239j,,,"D-A-A′-type asymmetric small molecules based on triphenylamine-diketopyrrolopyrrole/5,6-difluoro-2,1,3-benzothiadiazole backbone for organic photovoltaic materials",2020,"Five novel asymmetric D–A–A′-type small molecules (SMs) consisting of a triphenylamine (TPA)-diketopyrrolopyrrole (DPP)/5,6-difluoro-2,1,3-benzothiadiazole (BT) conjugated backbone with different terminal groups were designed and synthesized successfully. First, the ethynyl-functionalized thiophene was introduced to BT-based SMs with the terminal electron-withdrawing groups 3-phthalimide and 3-ethylrhodanineto, namely BT-1 and BT-2, respectively. Next, to improve their optical absorption, the DPP unit was used as the central unit to replace the BT unit and the electron-withdrawing groups 3-phthalimide, 3-ethylrhodanine, and 1,3-indandione acted as the terminal moiety, giving DPP-1, DPP-2 and DPP-3, respectively. It is worth mentioning that the absorption of DPP-based compounds extended to the near-infrared region,achieving materials with absorption band edges over 850 nm and a narrow bandgap of up to 1.35 eV. The BT-2-based device showed the highest open-circuit voltage (Voc) of 1.03 V among the molecules due to a deeper HOMO level. Also, besides being a donor material, the BT-based molecules showed potential as acceptor materials. Although the PCE was still low, the bifunctional properties of these materials, which can be used as both donor and acceptor, should be investigated. Among these synthetic SMs, the DPP-1-based device exhibited the best PCE of 4.21% due to its most appropriate energy level and moderate bandgap."
180,180,10.1039/d0ta01636e,,,An asymmetric small molecule acceptor for organic solar cells with a short circuit current density over 24 mA cm<sup>-2</sup>,2020,"In comparison with symmetric small molecule acceptors (SMAs), their asymmetric counterparts have received much less attention. Organic solar cells (OSCs) based on asymmetric non-fullerene SMAs previously reported show relatively low power conversion efficiency (PCE < 15%) and lower short circuit current densities (Jsc < 20 mA cm−2), although they exhibit a larger dipole moment and stronger intermolecular interactions. Here we report a new asymmetric A–D1A′D2–A type SMA, namely Y22, containing an asymmetric hexacyclic fused donor–acceptor–donor (DA′D) type central framework and end-capped with two electron-deficient 2-(5,6-difluoro-3-oxo-2,3-dihydro-1H-inden-1-ylidene)malononitrile moieties. Y22 shows good solubility and a broad near-infrared absorption. The effects of the asymmetric structure on the physicochemical and photovoltaic performance were systematically investigated. Y22-based OSCs were fabricated by using PM6, QX2 and J71 as polymer donors, all exhibiting high PCEs over 10%. Notably, the optimal PM6:Y22-based device shows a high PCE of 15.4% and a high Jsc of 24.37 mA cm−2, which is among the best values reported for asymmetric SMA based OSCs, attributed to the fine nanofiber morphology after thermal annealing and solvent addition. This work demonstrates that the asymmetric fused structure with an electron-deficient-core is a promising building block to build high performance SMAs towards efficient photovoltaic applications."
181,181,10.1039/d0sm00894j,,,Co-assembly of functionalized donor-acceptor molecules within block copolymer microdomains: Via the supramolecular assembly approach with an improved charge carrier mobility,2020,"Here, we demonstrate the three-component self-assembly of functionalized small molecules (donor and acceptor) and a polystyrene-block-poly(4-vinylpyridine) (PS-b-P4VP) block copolymer using the supramolecular approach. The introduction of functional groups on both the donor (1-pyrenebutyric acid, PBA) and acceptor (functionalized naphthalene diimide, FNDI) molecules can form stable charge-transfer (CT) complexes within the block copolymer domains and these supramolecules exhibited a charge carrier mobility of around 1.01 × 10-4 cm2 (V s)-1. In this case, both the molecules can form H-bonding with P4VP chains, and as well as π-π stacking between the PBA and FNDI molecules is also possible within the block copolymer domains. These noncovalent interactions lead to the formation of stable hierarchical structures and CT complexes between PBA and FNDI, where bilayer donor-acceptor (D-A) stacks formed within the block copolymer microdomains. Overall, the organization of both functionalized donor and acceptor molecules within the block copolymer domain exhibits an enhanced charge carrier mobility, which is potentially useful in the fabrication of organic photovoltaic cells and organic light-emitting diodes."
182,182,10.1002/asia.202000635,,,New D-A-A’-Configured Small Molecule Donors Employing Conjugation to Red-shift the Absorption for Photovoltaics,2020,"Four new donor-acceptor-acceptor' (D-A-A')-configured donors, CPNT , DCPNT, CPNBT , and DCPNBT equipped with naphtho[1,2 -c :5,6 -c' ]bis([1,2,5]-thiadiazole) (NT) or naphtho[2,3- c ][1,2,5]thiadiazole (NBT) as the central acceptor (A) unit bridging triarylamine donor (D) and cyano or dicyanovinylene acceptor (A'), were synthesized and characterized. All molecules exhibit bathochromic absorption shifts as compared to those of the benzothiadiazole (BT)-based analogues owing to improved electron-withdrawing and quinoidal character of NT and NBT cores that lead to stronger intramolecular charge transfer. Favorable e nergy level alignments with C 70 , together with the good thermal stability and the antiparallel dimeric packing render CPNT and DCPNT suitable donors for vacuum-processed organic photovoltaics (OPV)s. OPVs based on DCPNT : C 70 active layers displayed the best power conversion efficiency ( PCE ) = 8.3%, along with an open circuit voltage of 0.92 V, a short circuit current of 14.5 mA cm -2 and a fill factor of 62% under 1 sun intensity, simulated AM1.5G illumination. Importantly, continuous light-soaking with AM 1.5G illumination has verified the durability of the devices based on CPNT : C 70 and DCPNT : C 70 as the active blends. The devices were examined for their feasibility of indoor light harvesting under 500 lux illumination by a TLD-840 fluorescent lamp, giving PCE = 12.8% and 12.6% , respectively. These results indicate that the NT-based D-A-A'-type donors CPNT and DCPNT are potential candidates for high-stability vacuum-processed OPVs suitable for indoor energy harvesting."
183,183,10.1039/d0nj02407d,,,Tetraphenylethylene-bridged double-branched sensitizers featuring hetero-donors for dye-sensitized solar cells,2020,"Four tetraphenylethylene-bridged X-shaped photosensitizers JY66–69 containing one triphenylamine (TPA) donor and another donor TPA, carbazole, phenothiazine or dithieno[3,2-b:2′,3′-d]pyrrole (DTP) as the neighboring donor were designed and applied in dye-sensitized solar cells. Compared with the symmetrical twin TPA-based dye JY66, the introduction of carbazole or phenothiazine neighboring donor (JY67/JY68) causes a promotion in the dipole moment of the sensitizer, while dye JY69 with DTP as a neighboring donor inversely results in a decrease. Besides the open-circuit voltage (VOC) and short-circuit current density (JSC) rising together with dipole moment, the power conversion efficiency (PCE) displays near linear positive correlation to the vertical dipole moment (μnormal) in this series. Finally, dye JY67 containing TPA and carbazole donor achieves the best photovoltaic performance. Accordingly, decorating such an X-shaped bridge with hetero-donors would be a promising strategy to improve the performance of multi-branched dyes in DSSCs."
184,184,10.1016/j.matt.2020.06.028,,,Enhancing Exciton Diffusion Length Provides New Opportunities for Organic Photovoltaics,2020,"Summary Organic semiconductors can potentially revolutionize solar cell technology by offering very thin, lightweight, and flexible modules for outdoor and indoor power generation. Light absorption in organic semiconductors generates a bound electron-hole pair (exciton), which needs to travel to the interface between electron donor and acceptor materials to dissociate into charge carriers. Because the exciton diffusion length in organic semiconductors is typically much shorter than the light absorption depth (∼100 nm), planar donor-acceptor heterojunctions are inefficient, and most effort has been dedicated to optimization of bulk heterojunctions with nanoscale phase separation. In this Perspective, we review recent findings and new approaches to increase the exciton diffusion length and discuss how these improvements can benefit environmentally friendly production of solar modules using organic nanoparticles or graded heterojunctions obtained by sequential deposition of electron donor and acceptor."
185,185,10.1016/j.orgel.2020.105738,,,High absorption coefficient π-conjugation-extended donor-acceptor copolymers for ternary-blend solar cells,2020,"Abstract The effects of one-dimensional (1D) and two-dimensional (2D) π-conjugation extensions of donor–acceptor (D–A) copolymers on their intrinsic and photovoltaic properties in ternary-blend organic solar cells (OSCs) were investigated systematically by using one polymer donor and two acceptors (PC71BM, ITIC). A series of wide bandgap D–A copolymers (PBT-OTTs) were synthesized based on the benzo[1,2-b:4,5-b′]dithiophene (BDT) unit and the thieno[3,4-c]pyrrole-4,6(5H)-dione (TPD) unit, which extend in the backbone (1D) and side-group directions (2D) respectively from the PBT-OTT backbone. These copolymers are PBT-OTT (the parent polymer), PDTBT-OTT (with a 1D backbone extension consisting of dithieno[2,3-d; 2′,3′-d′]benzo[1,2-b; 4,5-b′]dithiophene), PTTBT-OTT (with a 2D side group extension consisting of 2-alkyl thieno[3,2-b]thiophene (TT)), and PBTBT-OTT (with a 2D side group extension consisting of 2-alkyl benzo[b]thiophene (BT)). Light absorption is significantly increased in the case of PBTBT-OTT due to its extended 2D π-conjugation length and high crystallinity. This increase results from the extended delocalization length and the increased absorption coefficient α of PBTBT-OTT. The wide bandgap polymer PBTBT-OTT has the highest α of the series, so the complementary absorption of the low bandgap ITIC means that the ternary-blend OSCs based on PBTBT-OTT exhibit the highest JSC = 16.61 mA cm−2 and PCE = 8.61%. We believe that these findings provide systematic guidelines for the π-conjugation extension of conjugated polymers and thus the design of high-efficiency ternary-blend OSCs."
186,186,10.1016/j.jechem.2019.11.017,,,The donor-dependent methoxy effects on the performance of hole-transporting materials for perovskite solar cells,2020,"Abstract In this work, a comprehensive study on the deliberate molecular design and modifications of electron donors is carried out to elucidate correlations between the methoxy effects and donor configuration of hole-transporting materials (HTMs). Our initial findings demonstrate the donor-dependent methoxy effects. Photovoltaic performance of the HTM with twisted donor highly depends on the methoxy substituent. In contrast, efficiency's reliance on methoxy is insignificant for the HTM with planar donor. The HTM (M123) featuring the methoxy‑substituted carbazole shows a decent power conversion efficiency of 19.33% due to synergistic effects from both planar structure and methoxy. This work gives a guideline to access HTMs reaching both high-performance and good stability."
