,DOI,Abstract
112,10.1002/adma.201706363,"Relative to electron donors for bulk heterojunction organic solar cells (OSCs), electron acceptors that absorb strongly in the visible and even near‐infrared region are less well developed, which hinders the further development of OSCs. Fullerenes as traditional electron acceptors have relatively weak visible absorption and limited electronic tunability, which constrains the optical and electronic properties required of the donor. Here, high‐performance fullerene‐free OSCs based on a combination of a medium‐bandgap polymer donor (FTAZ) and a narrow‐bandgap nonfullerene acceptor (IDIC), which exhibit complementary absorption, matched energy levels, and blend with pure phases on the exciton diffusion length scale, are reported. The single‐junction OSCs based on the FTAZ:IDIC blend exhibit power conversion efficiencies up to 12.5% with a certified value of 12.14%. Transient absorption spectroscopy reveals that exciting either the donor or the acceptor component efficiently generates mobile charges, which do not suffer from recombination to triplet states. Balancing photocurrent generation between the donor and nonfullerene acceptor removes undesirable constraints on the donor imposed by fullerene derivatives, opening a new avenue toward even higher efficiency for OSCs."
113,10.1002/adma.201707150,"A new electron‐rich central building block, 5,5,12,12‐tetrakis(4‐hexylphenyl)‐indacenobis‐(dithieno[3,2‐b:2′,3′‐d]pyrrol) (INP), and two derivative nonfullerene acceptors (INPIC and INPIC‐4F) are designed and synthesized. The two molecules reveal broad (600–900 nm) and strong absorption due to the satisfactory electron‐donating ability of INP. Compared with its counterpart INPIC, fluorinated nonfullerene acceptor INPIC‐4F exhibits a stronger near‐infrared absorption with a narrower optical bandgap of 1.39 eV, an improved crystallinity with higher electron mobility, and down‐shifted highest occupied molecular orbital and lowest unoccupied molecular orbital energy levels. Organic solar cells (OSCs) based on INPIC‐4F exhibit a high power conversion efficiency (PCE) of 13.13% and a relatively low energy loss of 0.54 eV, which is among the highest efficiencies reported for binary OSCs in the literature. The results demonstrate the great potential of the new INP as an electron‐donating building block for constructing high‐performance nonfullerene acceptors for OSCs."
114,10.1002/adma.201707170,"Besides broadening of the absorption spectrum, modulating molecular energy levels, and other well‐studied properties, a stronger intramolecular electron push–pull effect also affords other advantages in nonfullerene acceptors. A strong push–pull effect improves the dipole moment of the wings in IT‐4F over IT‐M and results in a lower miscibility than IT‐M when blended with PBDB‐TF. This feature leads to higher domain purity in the PBDB‐TF:IT‐4F blend and makes a contribution to the better photovoltaic performance. Moreover, the strong push–pull effect also decreases the vibrational relaxation, which makes IT‐4F more promising than IT‐M in reducing the energetic loss of organic solar cells. Above all, a power conversion efficiency of 13.7% is recorded in PBDB‐TF:IT‐4F‐based devices."
115,10.1002/adma.201707508,"Fabricating solar cells with tandem structure is an efficient way to broaden the photon response range without further increasing the thermalization loss in the system. In this work, a tandem organic solar cell (TOSC) based on highly efficient nonfullerene acceptors (NFAs) with series connection type is demonstrated. To meet the different demands of front and rear sub‐cells, two NFAs named F‐M and NOBDT with a whole absorption range from 300 to 900 nm are designed, when blended with wide bandgap polymer poly[(2,6‐(4,8‐bis(5‐(2‐ethylhexyl)thiophen‐2‐yl)‐benzo[1,2‐b:4,5‐b′]dithiophene))‐alt‐(5,5‐(1′,3′‐di‐2‐thienyl‐5′,7′‐bis(2‐ethylhexyl)benzo[1′,2′‐c:4′,5′‐c′]dithiophene‐4,8‐dione))] (PBDB‐T) and narrow bandgap polymer PTB7‐Th, respectively, the PBDB‐T: F‐M system exhibits a high Voc of 0.98 V and the PTB7‐Th: NOBDT system shows a remarkable Jsc of 19.16 mA cm−2, which demonstrate their potential in the TOSCs. With the guidance of optical simulation, by systematically optimizing the thickness of each layer in the TOSC, an outstanding power conversion efficiency of 14.11%, with a Voc of 1.71 V, a Jsc of 11.72 mA cm−2, and a satisfactory fill factor of 0.70 is achieved; this result is one of the top efficiencies reported to date in the field of organic solar cells."
116,10.1002/adma.201800052,"In this work, an effectual strategy of constructing polar small molecule acceptors (SMAs) to promote fill factor (FF) of nonfullerene polymer solar cells (PSCs) is first reported. Three asymmetrical SMAs of IDT6CN, IDT6CN‐Th, and IDT6CN‐M, which own large dipole moments, are designed and synthesized. The PSCs based on three polar SMAs exhibit apparently higher FFs compared with their symmetrical analogues. The asymmetrical design strategy accompanied with side chain and end group engineering makes IDT6CN‐Th‐ and IDT6CN‐M‐based nonfullerene PSCs achieve high power conversion efficiency with FFs approaching 77%."
117,10.1002/adma.201800613,"To make organic solar cells (OSCs) more competitive in the diverse photovoltaic cell technologies, it is very important to demonstrate that OSCs can achieve very good efficiencies and that their cost can be reduced. Here, a pair of nonfullerene small‐molecule acceptors, IT‐2Cl and IT‐4Cl, is designed and synthesized by introducing easy‐synthesis chlorine substituents onto the indacenodithieno[3,2‐b]thiophene units. The unique feature of the large dipole moment of the CCl bond enhances the intermolecular charge‐transfer effect between the donor–acceptor structures, and thus expands the absorption and down shifts the molecular energy levels. Meanwhile, the introduction of CCl also causes more pronounced molecular stacking, which also helps to expand the absorption spectrum. Both of the designed OSCs devices based on two acceptors can deliver a power conversion efficiency (PCE) greater than 13% when blended with a polymer donor with a low‐lying highest occupied molecular orbital level. In addition, since IT‐2Cl and IT‐4Cl have very good compatibility, a ternary OSC device integrating these two acceptors is also fabricated and obtains a PCE greater than 14%. Chlorination demonstrates effective ability in enhancing the device performance and facile synthesis route, which both deserve further exploitation in the modification of photovoltaic materials."
118,10.1002/adma.201800737,"A novel wide‐bandgap copolymer of PBDT‐ODZ based on benzo[1,2‐b:4,5‐b′ ]dithiophene (BDT) and 1,3,4‐oxadiazole (ODZ) blocks is developed for efficient nonfullerene polymer solar cells (NF‐PSCs). PBDT‐ODZ exhibits a wide bandgap of 2.12 eV and a low‐lying highest occupied molecular orbital (HOMO) level of −5.68 eV, which could match well with the low‐bandgap acceptor of 3,9‐bis(2‐methylene‐(3‐(1,1‐dicyanomethylene)‐indanone)‐5,5,11,11‐tetrakis(4‐hexylthienyl)‐dithieno[2,3‐d:2′,3′‐d′]‐s‐indaceno[1,2‐b:5,6‐b′]‐dithiophene (ITIC‐Th), inducing a good complementary absorption from 300 to 800 nm and a minimal HOMO level offset (0.1 eV). The PBDT‐ODZ:ITIC‐Th devices exhibit a large open‐circuit voltage (Voc) of 1.08 eV and a low energy loss (Eloss) of 0.50 eV, delivering a high power conversion efficiency (PCE) of 10.12%. By adding a small amount of copper(I) iodide (CuI) as an additive to form coordination complexes in the active blends, much higher device performances are achieved due to the improved absorption and crystallinity. After incorporating 4% of CuI, the PCE is elevated to 12.34%, with a Voc of 1.06 V, a Jsc of 17.1 mA cm−2 and a fill factor of 68.1%. This work not only provides a novel oxadiazole‐containing wide‐bandgap polymeric donor candidate for high‐performance NF‐PSCs but also presents an efficient morphology‐optimization approach to elevate the PCE of NF‐PSCs for future practical applications."
119,10.1002/adma.201800868,"Fluorine‐contained polymers, which have been widely used in highly efficient polymer solar cells (PSCs), are rather costly due to their complicated synthesis and low yields in the preparation of components. Here, the feasibility of replacing the critical fluorine substituents in high‐performance photovoltaic polymer donors with chlorine is demonstrated, and two polymeric donors, PBDB‐T‐2F and PBDB‐T‐2Cl, are synthesized and compared in parallel. The synthesis of PBDB‐T‐2Cl is much simpler than that of PBDB‐T‐2F. The two polymers have very similar optoelectronic and morphological properties, except the chlorinated polymer possess lower molecular energy levels than the fluorinated one. As a result, the PBDB‐T‐2Cl‐based PSCs exhibit higher open circuit voltage (Voc) than the PBDB‐T‐2F‐based devices, leading to an outstanding power conversion efficiency of over 14%. This work establishes a more economical design paradigm of replacing fluorine with chlorine for preparing highly efficient polymer donors."
120,10.1002/advs.201700110,"A novel, star‐shaped electron acceptor, DMTPA‐PDI3, derived from a planar dimethylmethylene‐bridged triphenylamine core with three acetylene‐linked perylene diimide (PDI) units is developed as a nonfullerene acceptor for organic solar cells (OSCs). DMTPA‐PDI3 manifests significantly reduced intramolecular twisting, enabling sufficient system‐wide π‐electron delocalization leading to broadened spectral absorption and raised lowest unoccupied molecular orbital level. As a result, higher and more balanced hole and electron transport properties are observed. Active layers for OSCs comprising DMTPA‐PDI3 acceptor and PBT7‐Th donor exhibit suppressed intermolecular aggregation, giving rise to uniform nanophase network formation. These OSC devices have afforded respectably high power‐conversion efficiency of about 5%."
121,10.1002/advs.201800307,"A new acceptor–donor–acceptor (A–D–A) type nonfullerene acceptor, 3TT‐FIC, which has three fused thieno[3,2‐b]thiophene as the central core and difluoro substituted indanone as the end groups, is designed and synthesized. 3TT‐FIC exhibits broad and strong absorption with extended onset absorption to 995 nm and a low optical bandgap of 1.25 eV. The binary device based on 3TT‐FIC and the polymer PTB7‐Th exhibits a power conversion efficiency (PCE) of 12.21% with a high short circuit current density (   Jsc) of 25.89 mA cm−2. To fine‐tune the morphology and make full use of the visible region sunlight, phenyl‐C71‐butyricacid‐methyl ester (PC71BM) is used as the third component to fabricate ternary devices. In contrast to the binary devices, the ternary blend organic solar cells show significantly enhanced EQE ranging from 300 to 700 nm and thus an improved  Jsc with a high value of 27.73 mA cm−2. A high PCE with a value of 13.54% is achieved for the ternary devices, which is one of the highest efficiencies in single junction organic solar cells reported to date. The results provide valuable insight for the ternary devices in which the external quantum efficiency (EQE) induced by the third component is evidently observed and directly contributed to the enhancement of the device efficiency."
122,10.1002/ajoc.201500207,"A solution-processable, non-fullerene electron acceptor, 2,2′-(((5,5-dioctyl-5 H-dibenzo[b,d]silole-3,7-diyl)bis(thiophene-5,2-diyl))bis(methanylylidene))bis(1 H-indene-1,3(2 H)-dione) (called N5) comprised of dibenzosilole and 1,3-indanedione building blocks was designed, synthesized, and fully characterized. N5 is highly soluble in various organic solvents, has high thermal stability, and has energy levels matching those of archetypal donor poly(3-hexylthiophene). Solution-processable, bulk-heterojunction solar cells afforded promising power conversion efficiency of 2.76 % when N5 was used as a non-fullerene electron acceptor along with the conventional donor polymer poly(3-hexylthiophene). As per our knowledge, the material reported herein is the first example in the literature where synchronous use of such building blocks is demonstrated in the design an efficient, non-fullerene acceptor."
123,10.1039/c3cc47289b,"Two non-fullerene small molecules based on fluoranthene-fused imide were developed as acceptors for solution-processed inverted organic bulk heterojunction (BHJ) solar cells, which showed good power conversion efficiency and high open-circuit voltage."
124,10.1039/c5cc08023a,"A new 1,8-naphthalimide based planar small molecular acceptor and two benzothiadiazole based wide band gap (WBG) polymer donors P1 and P2 were synthesized for nonfullerene organic photovoltaic cells (OPVs). Devices based on fluorinated polymer P2 achieved a highly improved PCE of 3.71% with an open circuit voltage (V(oc)) of 1.07 V, which is beyond the currently known levels for nonfullerene OPVs with the V(oc) higher than 1 V."
125,10.1039/c6cc04229e,"New M- and V-shaped perylene diimide (PDI)-based small molecules using a non-conjugated 1,1-diphenylcyclohexane linker (CP-M and CP-V, respectively) were designed and synthesized as new n-type acceptors for nonfullerene-based polymer solar cells. The blended film with poly[(2,5-bis(2-hexyldecyloxy)phenylene)-alt-(5,6-difluoro-4,7-di(thiophen-2-yl)benzo[c][1,2,5]thiadiazole)] (PPDT2FBT) and CP-V displayed a higher power conversion efficiency of 5.28% due to higher short circuit current and fill factor values."
126,10.1039/c7cc08237a,"A small molecule non-fullerene acceptor based on a fluorene core having a furan π-spacer and end capped with rhodanine (FRd2) is developed for solution processable bulk heterojunction organic solar cells (OSCs). The simplistic synthetic protocol reduces several reaction steps and hence production cost. Extended π-conjugation via furan units and the presence of electronegative rhodanine groups result in a power conversion efficiency of 9.4% in OSCs, which is the highest so far among these categories of molecules."
127,10.1039/c7cc09123k,"We report the synthesis of two barbiturate end-capped non-fullerene acceptors and demonstrate their efficient function in high voltage output organic solar cells. The acceptor with the lower LUMO level is shown to exhibit suppressed geminate recombination losses, resulting in enhanced photocurrent generation and higher overall device efficiency."
128,10.1039/c8cc04845b,Two fullerene/non-fullerene hybrids were designed and synthesized for polymer solar cells as small molecule acceptors. Polymer solar cells based on J71:A2 achieved a power conversion efficiency of 4.52% with the open circuit voltage at nearly 1.0 V. The success of the hybrids may pave a new way for small molecule acceptors.
129,10.1021/cm2019668,"A homologous series of six novel oligothiophene–naphthalene diimide-based oligomer semiconductors with a donor–acceptor architecture, NDI-nTH (n = 1, 2, 3, 4) and NDI-nT (n = 2, 3), was synthesized and used to explore a set of criteria for the design of non-fullerene electron acceptor materials for organic solar cells. Thin films of the oligomer semiconductors had optical band gaps that varied from 2.1 eV in NDI-1TH and 1.6 eV in NDI-3TH to 1.4 eV in NDI-4TH, demonstrating good potential for light harvesting and exciton generation. The LUMO energy levels of the oligomer semiconductors were similar (ca. −4.0 eV), but the HOMO levels varied from −5.5 eV in NDI-3TH and NDI-4TH to −6.1 eV in NDI-1TH, showing that suitable energy band offsets necessary for efficient photoinduced charge transfer could be achieved with current donor polymers. Single-crystal X-ray structures of NDI-3TH and NDI-4TH showed a slipped face-to-face π-stacking with short intermolecular distances (0.321–0.326 nm), which enabled facile s..."
130,10.1021/cm5006339,"Although solvent additive has been observed to positively effect the nanomorphology and, in turn, the electric performance of organic small molecule acceptor based cells, how they act on the donor/acceptor (D/A) compositions throughout the active layer and, consequently, on the electron and hole injection/extraction property is still largely unknown yet. Herein, we use a D/A combination of PBDTTT-C-T (polymer donor) and a perylene diimide (PDI) dimer (small molecule acceptor) and find that the additive of 1,8-diiodooctane (DIO) effectively controls the surface D/A compositions. As pointed out by X-ray photoelectron spectroscopy experiments, the air surface of the active layer is donor-rich and the buried surface is acceptor-rich, while there is a homogeneous distribution of D/A composition across the active layer between the air and the buried surfaces. The donor abundance, i.e., D/A weight ratio, in the acceptor-rich buried surface plays a crucial role in tuning the injection property of selective carrie..."
131,10.1021/cm504140c,"One of the key issues limiting the efficiency of non-fullerene organic solar cells (NF-SCs) is the low electron mobility and strong recombination loss. In this paper, we report an approach of fine-tuning the parameters relative to the film-forming kinetics to increase the power conversion efficiency, which significantly improved from 1.4 up to 6.1%. The film-forming process was judiciously optimized by carefully manipulating the following four parameters: the additive content during film processing, the volume of the host solvent for solvent vapor annealing (SVA), the volume ratio of the additive versus the host solvent for SVA, and the time for SVA. Through such controls, the photocurrent dramatically increased from 5.40 to 12.83 mA/cm2 and the fill factor from 32.61 to 56.43% as a result of the reduction of the monomolecular and bimolecular loss and the improvement of the electron mobility. These improvements in the electric properties are associated with the reconstruction of the film morphology, i.e.,..."
132,10.1021/acs.chemmater.5b04551,"In organic photovoltaics (OPVs) using nonfullerene acceptors, the fine-tuning of interfaces between donor and acceptor in the bulk-heterojunction (BHJ) structure has become an important factor to improve the performance. A series of electron-accepting π-conjugated compounds based on benzothiadiazole and arenedicarboximides were systematically synthesized to investigate the impact of structural modification on molecular orientation at donor–acceptor interfaces. X-ray diffraction and surface free energy measurements of these compounds in the film state revealed that the crystallinity correlates with the London dispersion (γd) and the polar components of their interfacial energies. BHJ solar cells prepared with our π-conjugated compounds as acceptors and poly(3-hexyl)thiophene as a donor exhibited that the structural modification exerts a significant influence on the photovoltaic characteristics, and afforded the highest power conversion efficiency of 2.05%. Absorption, photoluminescence, and carrier mobilit..."
133,10.1021/acs.chemmater.6b00131,"Molecular acceptors are promising alternatives to fullerenes (e.g., PC61/71BM) in the fabrication of high-efficiency bulk-heterojunction (BHJ) solar cells. While solution-processed polymer–fullerene BHJ devices have recently met the 10% efficiency threshold, molecular acceptors have yet to prove comparably efficient with polymer donors. At this point in time, it is important to forge a better understanding of the design parameters that directly impact small-molecule (SM) acceptor performance in BHJ solar cells. In this report, we show that 2-(benzo[c][1,2,5]thiadiazol-4-ylmethylene)malononitrile (BM)-terminated SM acceptors can achieve efficiencies as high as 5.3% in BHJ solar cells with the polymer donor PCE10. Through systematic device optimization and characterization studies, we find that the nonfullerene analogues (FBM, CBM, and CDTBM) all perform comparably well, independent of the molecular structure and electronics of the π-bridge that links the two electron-deficient BM end groups. With estimated..."
134,10.1021/acs.chemmater.6b03323,"Two spirobifluorene (SF)-functioned 3D nonfullerene electron acceptors—SF-OR and SF-ORCN—that use rhodanine and 2-(1,1-dicyanomethylene)rhodanine as the terminal units, respectively, were designed and synthesized. These new acceptor materials show reversible electrochemical reduction and a high optical absorption coefficient, which are critical in device operation. Electronic and structural characterizations reveal that the inclusion of cyano group on rhodanine improve the electron accepting ability at the sacrifice of structure order, since the conjugated backbone becomes less planar, which prohibits cofacial stacking. SF-OR and SF-ORCN show good photovoltaic performances when paired with a poly(3-hexylthiophene) (P3HT) donor, and the optimized devices give power conversion efficiencies of 4.66% and 4.48%, respectively. These values are higher than that of fullerene acceptor-based control devices (3.55%), which are also among the best in small molecular nonfullerene acceptor organic solar cells based on ..."
135,10.1021/acs.chemmater.6b04287,"This paper describes the synthesis and application of βTPB6 and βTPB6-C as electron acceptors for organic solar cells. Compound βTPB6 contains four covalently bonded PDIs with a BDT-Th core at the β-position. The free rotation of PDIs renders βTPB6 with varying molecular geometries. The cyclization of βTPB6 yields βTPB6-C with high rigidity of the molecular geometry and enlarged conjugated skeleton. The inverted solar cells based on βTPB6-C and PTB7-Th as the donor polymer exhibited the highest efficiency of 7.69% with Voc of 0.92 V, Jsc of 14.9 mAcm–2, and FF of 0.56, which is 31% higher than that for βTPB6 based devices. The larger fraction of βTPB6-C and PTB7-Th than that of βTPB6:PTB7-Th in a blend film takes a face-on orientation packing pattern for π-systems that benefits the charge transport and hence higher PCE value than that for βTPB6:PTB7-Th. It was also found that a proper DIO:DPE additive further enhances this trend, which results in an increase of the PCE value for βTPB6-C:PTB7-Th while decr..."
136,10.1021/acs.chemmater.7b02887,"Two novel small molecule acceptors (DTNIC6 and DTNIC8) based on a ladder-type dithienonaphthalene (DTN) building block with linear (hexyl) or branched (2-ethylhexyl) alkyl substituents are designed and synthesized. Both acceptors exhibit strong and broad absorption in the range from 500 to 720 nm as well as appropriate highest occupied molecular orbital (HOMO) and lowest unoccupied molecular orbital (LUMO) levels. Replacing the linear hexyl chains with the branched 2-ethylhexyl chains has a large impact on the film morphology of photoactive layers. In the blend film based on DTNIC8 bearing the branched alkyl chains, morphology with well-defined phase separation was observed. This optimal phase morphology yields efficient exciton dissociation, reduced bimolecular recombination, and enhanced and balanced charge carrier mobilities. Benefited from these factors, organic solar cells (OSCs) based on PBDB-T:DTNIC8 deliver a highest power conversion efficiency (PCE) of 9.03% with a high fill factor (FF) of 72.84%..."
137,10.1021/acs.chemmater.7b02228,"We developed a novel nonfullerene electron acceptor, IffBR, that consists of electron-rich indaceno[1,2-b:5,6-b′]dithiophene as the central unit and an electron-deficient 5,6-difluorobenzo[c][1,2,5]thiadiazole unit flanked with rhodanine as the peripheral group. IffBR exhibits peak UV–vis absorbance at 658 nm, which is complementary with the absorption profiles of the wide-bandgap conjugated polymers poly[4,8-bis(4,5-dihexylthiophen-2-yl)benzo[1,2-b:4,5-b′]-dithiophene-alt-2-(2-butyloctyl)-5,6-difluoro-4,7-di(thiophen-2-yl)-2H-benzo[d][1,2,3]triazole] (PBTA-BO) and the fullerene acceptor [6,6]-phenyl-C71-butyric acid methyl ester (PC71BM). The ternary device constructed with PBTA-BO/PC71BM/IffBR as the light-absorption layer exhibited significantly better photovoltaic performance than those obtained from devices based on a bulk-heterojunction layer comprised of binary components. This improvement was attributed to the broadened absorbance, formation of cascade charge-transfer pathways, reduced nongeminate..."
138,10.1021/acs.chemmater.8b01089,"An angular-shaped 4,9-didodecylnaphthodithiophene-based octacyclic ladder-type structure was developed. This new ladder-type donor (LD) was coupled with electron-withdrawing IC and FIC units to form two A-LD-A type non-fullerene acceptor materials, NCIC and NCFIC. NCIC and NCFIC as the n-type acceptors are blended with a p-type donor PBDB-T to form the complementary absorption and suitable energy level alignments. The binary-blend PBDB-T:NCIC and PBDB-T:NCFIC devices achieved an efficiency of 7.3% and 7.5%, respectively. PC71BM was incorporated to form D1:A1:A2 ternary blends which further strengthen the absorption at shorter wavelengths. Introduction of PC71BM not only efficiently improves the absorption but also provides multiple channels for exciton dissociation and electron transport to dramatically improve Jsc. It is interesting to find that the Voc of the ternary-blend devices is reversely in proportional to the added amount of PC71BM. The device using the PBDB-T:NCIC:PC71BM (1:1:1 in wt %) showed a..."
139,10.1021/acs.chemmater.8b02276,"Two novel non-fullerene acceptors, SN6IC and SN6IC-4F, based on an S,N-heteroacene backbone were designed and synthesized. The cyclopentadiene fragments of commonly used acceptors were replaced with pyrrole rings to improve the electron-donating ability to increase the energy levels of the molecules. Both acceptors match well with the absorption and energy levels of the polymer donor PBDB-T, and PBDB-T:SN6IC-4F-based solar cells showed an excellent power conversion efficiency of 13.2%, with a relatively small VOC loss of 0.54 eV. This study proves that the introduction of a nitrogen atom to replace the sp3-hybridized carbon in the fused ring is very effective for making highly efficient NFAs to further improve the performance of organic solar cells."
140,10.1002/cphc.201402568,"Broad spectral coverage over the solar spectrum is necessary for photovoltaic technologies and is a focus for organic solar cells. We report a series of small-molecule, nonfullerene electron acceptors containing the [(benzo[c][1,2,5]thiadiazol-4-yl)methylene]malononitrile unit as a high electron affinity component. The optoelectronic properties of these molecules were fine-tuned with the objective of attaining strong absorption at longer wavelengths by changing the low-ionization-potential moiety. The electron-accepting function of these materials was investigated with poly(3-n-hexylthiophene) (P3HT) as a standard electron donor. Significant photocurrent generation in the near infrared region, with an external quantum yield reaching as high as 22 % at 700 nm and an onset >800 nm was achieved. The results support efficient hole transfer to P3HT taking place after light absorption by the acceptor molecules. A Channel II-dominated power conversion efficiency of up to 1.5 % was, thus, achieved."
141,10.1039/c3ee42484g,"The origin of high current density in efficient non-fullerene based bulk heterojunction (BHJ) organic solar cells employing a non-planar perylene dimer (TP) as an electron acceptor and a thiophene based donor polymer PBDTTT-CT is investigated using electrical and optical techniques. Photoluminescence measurements reveal almost complete quenching of both the donor and acceptor excitons, indicating efficient electron and hole transfer processes. The nanomorphology of the films shows fine mixing of the donor polymer and TP at 50 : 50% weight ratio with a photon to current conversion efficiency (IPCE) of 45% in the visible regime. At the donor–acceptor interface, both polymer and TP excitons undergo fast dissociation with similar time scales of a few picoseconds. The magnitude of the polaron yield of PBDTTT-CT:TP blends is observed to be comparable to that of PBDTTT-CT:PC70BM blends and exhibits similar μs-decay dynamics. A power conversion efficiency of 3.2% is achieved for devices with 50 : 50% by weight compositional ratio of polymer and TP."
142,10.1039/c4ee02990a,"Here we report high-performance small molecule acceptor (SMA)-based organic solar cells (OSCs) enabled by the combination of a difluorobenzothiadiazole donor polymer named PffBT4T-2DT and a SMA named SF-PDI2. It is found that SF-PDI2 matches particularly well with PffBT4T-2DT and non-fullerene OSCs with an impressive VOC of 0.98 V, and a high power conversion efficiency of 6.3% is achieved. Our study shows that PffBT4T-2DT is a promising donor material for SMA-based OSCs, and the selection of a matching SMA is also important to achieve the best OSC performance."
143,10.1039/c4ee03424d,"A nonfullerene electron acceptor (IEIC) based on indaceno[1,2-b:5,6-b′]dithiophene and 2-(3-oxo-2,3-dihydroinden-1-ylidene)malononitrile was designed and synthesized. IEIC exhibited good thermal stability, strong absorption in the 500–750 nm region with an extinction coefficient of 1.1 × 105 M−1 cm−1 at 672 nm, deep LUMO energy level (−3.82 eV) close to those of fullerenes, and a relatively high electron mobility of 2.1 × 10−4 cm2 V−1 s−1. Fullerene-free polymer solar cells (PSCs) based on the blends of the IEIC acceptor and a low-bandgap polymer donor PTB7-TH, using a perylene diimide derivative as a cathode interlayer, showed power conversion efficiencies (PCEs) of up to 6.31%, which is among the best PCEs reported for fullerene-free PSCs."
144,10.1039/c6ee00315j,"In this work, we present a non-fullerene electron acceptor bearing a fused five-heterocyclic ring containing selenium atoms, denoted as IDSe-T-IC, for fullerene-free polymer solar cells (PSCs). This molecule exhibits a low band gap (Eg = 1.52 eV), strong absorption in the 600–850 nm region and a high LUMO level (−3.79 eV). When a large band gap polymer J51 (Eg = 1.91 eV) was used as the donor, complementary absorption of the polymer donor and acceptor was obtained in the wavelength range of 350–850 nm. The solar cell based on J51:IDSe-T-IC gives a maximum PCE of 8.6%, with a high Voc of 0.91 V, a Jsc of 15.20 mA cm−2 and a fill factor (FF) of 62.0%. Moreover, this performance is much higher than that of J51:PC71BM based PSCs under similar device fabrication conditions (PCE = 6.0%). The trade-off features of the Jsc and Voc existing in PSCs with fullerene acceptors have been minimized in the fullerene-free PSCs based on IDSe-T-IC and J51. The results demonstrate that fine-tuning the absorption and electronic energy levels of non-fullerene acceptors, and properly selecting a polymer donor to achieve complementary absorption, is a promising way to further improve the performance of the PSCs."
145,10.1039/c6ee03489f,"Two p-type conjugated polymers with disparate optical and electronic properties, PB3T and PB2T, were developed and applied in fullerene-free polymer solar cells (PSCs). The photovoltaic performance of the PB3T-based PSC device processed by anisole achieved a high power conversion efficiency of 11.9% with a Jsc of 18.8 mA cm−2 and Voc of 1.00 V."
146,10.1039/c7ee00844a,"Low-bandgap polymers/molecules are an interesting family of semiconductor materials, and have enabled many recent exciting breakthroughs in the field of organic electronics, especially for organic photovoltaics (OPVs). Here, such a low-bandgap (1.43 eV) non-fullerene electron acceptor (BT-IC) bearing a fused 7-heterocyclic ring with absorption edge extending to the near-infrared (NIR) region was specially designed and synthesized. Benefitted from its NIR light harvesting, high performance OPVs were fabricated with medium bandgap polymers (J61 and J71) as donors, showing power conversion efficiencies of 9.6% with J61 and 10.5% with J71 along with extremely low energy loss (0.56 eV for J61 and 0.53 eV for J71). Interestingly, femtosecond transient absorption spectroscopy studies on both systems show that efficient charge generation was observed despite the fact that the highest occupied molecular orbital (HOMO)–HOMO offset (ΔEH) in the blends was as low as 0.10 eV, suggesting that such a small ΔEH is not a crucial limitation in realizing high performance of NIR non-fullerene based OPVs. Our results indicated that BT-IC is an interesting NIR non-fullerene acceptor with great potential application in tandem/multi-junction, semitransparent, and ternary blend solar cells."
147,10.1039/c8ee00215k,"Non-fullerene polymer solar cells (PSCs) attract more attention due to the constantly refreshed power conversion efficiency (PCE) based on the versatile non-fullerene acceptors. In this work, PCEs of 10.51% and 11.02% were obtained for two kinds of non-fullerene PSC with IDT6CN-M or ITCPTC as the acceptor and PBDB-T as the donor. ITCPTC has a relatively narrow bandgap and a high absorption coefficient compared with IDT6CN-M, which explains well the relatively large short-circuit current density of 17.44 mA cm−2 for the ITCPTC based binary PSCs. Meanwhile, the IDT6CN-M based binary PSCs exhibit a relatively high fill factor (FF) of 75.3% and an open-circuit voltage of 0.915 V. A PCE of 11.92% and a FF of 76.5% were achieved for the ternary PSCs with 60 wt% ITCPTC content in the acceptors, which should be attributed to the enhanced photon harvesting and their good compatibility for a synergistic improvement of exciton utilization and charge transport in the ternary active layers. The FF of 76.5% is among the top values of ternary non-fullerene PSCs."
148,10.1039/c8ee01107a,"Highly efficient ternary polymer solar cells (PSCs) are fabricated from two well-compatible small molecular nonfullerene acceptors (INPIC-4F and MeIC1) and one polymer donor, PBDB-T. The power conversion efficiency (PCE) of the INPIC-4F or MeIC1 based binary PSCs reaches 12.55% and 11.53%. Based on these efficient binary PSCs, a high PCE of 13.73% is achieved in the ternary PSCs with 50 wt% MeIC1 in the acceptors, resulting from the simultaneously improved short circuit current (JSC) of 21.86 mA cm−2, open circuit voltage (VOC) of 0.88 V and fill factor (FF) of 71.39%. The PCE improvement of the ternary PSCs should be mainly attributed to the simultaneously optimized photon harvesting and film morphology of the ternary active layers. This result may provide more in-depth insight into the material selection criteria for fabricating highly efficient ternary PSCs: (i) the complementary absorption spectra and good compatibility of the used materials; (ii) the complementary photovoltaic parameters of the corresponding two binary PSCs."
